Gender,Age,Height_cm,Weight_kg,BMI,Fitness_Goal,Goal_Weight_kg,Has_No_Equipment,Has_Dumbbells,Has_Stationary_Bike,Has_Resistance_Band,Has_Yoga_Mat
Female,45,187,78,22.3,Get Fit,78,0,0,0,0,1
Male,44,152,55,23.8,Build Muscle,65,0,0,0,1,0
Other,43,180,62,19.1,Build Muscle,71,1,0,0,0,0
Other,18,194,102,27.1,Lose Weight,97,0,1,1,0,0
Other,23,151,111,48.7,Get Fit,111,0,1,0,1,0
Other,55,151,108,47.4,Build Muscle,112,0,1,0,1,1
Other,47,195,50,13.1,Get Fit,50,0,0,0,1,0
Other,39,183,54,16.1,Build Muscle,62,0,1,0,0,1
Other,23,189,92,25.8,Get Fit,92,0,0,0,0,1
Other,41,153,64,27.3,Build Muscle,71,1,0,0,0,1
Female,41,161,58,22.4,Get Fit,58,0,1,0,1,1
Male,52,157,111,45.0,Get Fit,111,0,1,0,1,1
Female,35,182,104,31.4,Build Muscle,106,0,0,1,0,0
Female,46,181,114,34.8,Get Fit,114,0,0,0,1,0
Other,52,193,118,31.7,Build Muscle,127,1,0,1,1,0
Female,23,155,100,41.6,Lose Weight,93,1,0,0,0,0
Male,35,157,68,27.6,Build Muscle,72,0,0,0,0,1
Other,19,168,103,36.5,Get Fit,103,0,1,0,1,1
Female,46,197,52,13.4,Build Muscle,57,1,0,0,0,0
Male,51,191,92,25.2,Build Muscle,99,0,0,1,1,1
Other,51,185,106,31.0,Build Muscle,112,1,1,1,0,0
Female,32,180,97,29.9,Build Muscle,99,0,0,1,0,0
Female,47,160,70,27.3,Get Fit,70,1,1,1,0,0
Other,60,200,69,17.2,Lose Weight,63,1,0,0,0,0
Female,54,158,106,42.5,Build Muscle,113,0,1,0,0,0
Other,20,192,90,24.4,Build Muscle,94,0,1,0,1,0
Other,37,157,53,21.5,Build Muscle,62,0,0,0,1,0
Female,27,150,119,52.9,Get Fit,119,0,0,1,1,0
Female,54,192,68,18.4,Get Fit,68,0,0,1,1,1
Male,48,152,67,29.0,Get Fit,67,1,0,1,0,1
Female,57,164,107,39.8,Build Muscle,110,1,1,0,0,0
Other,51,164,85,31.6,Lose Weight,82,0,0,0,0,1
Female,60,155,115,47.9,Build Muscle,120,1,0,1,0,0
Other,41,175,68,22.2,Get Fit,68,0,0,1,1,0
Female,18,168,94,33.3,Build Muscle,100,1,0,0,0,1
Male,46,197,103,26.5,Build Muscle,109,0,0,0,1,0
Other,44,158,61,24.4,Lose Weight,55,0,0,1,1,0
Male,55,198,98,25.0,Lose Weight,95,0,0,1,1,0
Male,53,179,67,20.9,Lose Weight,62,0,0,1,1,0
Male,37,187,88,25.2,Build Muscle,98,1,1,0,1,0
Male,27,166,88,31.9,Get Fit,88,1,0,1,1,0
Other,36,176,72,23.2,Build Muscle,77,1,0,0,0,0
Female,49,154,96,40.5,Get Fit,96,0,0,0,1,1
Female,58,193,110,29.5,Get Fit,110,0,0,1,0,0
Other,54,151,83,36.4,Lose Weight,71,0,1,0,0,0
Female,47,194,67,17.8,Build Muscle,71,0,0,1,0,0
Female,44,190,95,26.3,Lose Weight,88,1,0,0,0,1
Other,30,199,73,18.4,Lose Weight,61,0,0,0,0,1
Female,38,193,88,23.6,Build Muscle,95,0,0,0,0,1
Other,40,159,51,20.2,Lose Weight,40,0,0,1,1,0
Female,39,160,63,24.6,Lose Weight,58,0,1,1,0,1
Other,51,184,120,35.4,Get Fit,120,0,0,0,1,0
Female,22,157,66,26.8,Lose Weight,56,0,0,1,0,1
Male,46,188,116,32.8,Build Muscle,120,1,0,1,0,1
Male,32,158,68,27.2,Get Fit,68,0,0,1,0,0
Male,31,158,60,24.0,Build Muscle,63,1,0,0,0,0
Female,45,152,75,32.5,Lose Weight,72,1,1,0,0,1
Male,34,152,58,25.1,Build Muscle,60,1,0,0,0,0
Other,31,187,75,21.4,Lose Weight,62,1,0,0,0,1
Male,35,187,94,26.9,Build Muscle,98,0,1,1,0,1
Other,22,156,51,21.0,Get Fit,51,0,1,0,0,0
Female,28,198,118,30.1,Lose Weight,104,0,1,0,0,0
Other,48,173,73,24.4,Build Muscle,76,0,0,1,0,0
Female,45,163,115,43.3,Lose Weight,106,0,0,1,0,0
Male,47,157,116,47.1,Lose Weight,106,1,0,1,0,0
Male,38,181,64,19.5,Build Muscle,70,0,0,1,0,1
Other,46,164,120,44.6,Build Muscle,126,1,1,0,0,0
Female,41,161,51,19.7,Get Fit,51,1,0,0,1,0
Female,51,192,60,16.3,Lose Weight,55,1,0,0,1,0
Other,28,154,96,40.5,Lose Weight,88,0,0,0,0,1
Female,25,164,104,38.7,Get Fit,104,0,0,1,0,1
Other,43,172,110,37.2,Get Fit,110,0,0,1,1,1
Female,27,199,108,27.3,Lose Weight,104,0,0,0,1,1
Male,58,158,53,21.2,Lose Weight,39,1,0,0,0,0
Female,19,161,98,37.8,Get Fit,98,0,1,1,1,0
Other,57,156,59,24.2,Get Fit,59,1,0,0,1,1
Female,60,181,112,34.2,Get Fit,112,0,0,1,0,1
Other,52,151,54,23.7,Build Muscle,57,0,0,1,1,0
Female,46,179,54,16.9,Lose Weight,49,0,1,1,1,0
Female,26,169,99,34.7,Build Muscle,102,0,1,0,1,1
Other,28,182,57,17.2,Build Muscle,63,0,0,0,1,1
Other,40,199,86,21.7,Build Muscle,88,0,0,0,0,1
Male,26,173,94,31.4,Get Fit,94,1,1,1,0,0
Male,45,172,95,32.1,Build Muscle,102,0,1,0,0,0
Male,33,191,89,24.4,Get Fit,89,1,0,0,0,0
Female,25,171,71,24.3,Lose Weight,60,1,0,0,1,0
Other,45,186,115,33.2,Build Muscle,121,0,0,0,1,0
Other,19,170,98,33.9,Get Fit,98,1,0,1,0,0
Female,24,194,76,20.2,Build Muscle,85,0,1,1,0,1
Female,41,177,75,23.9,Build Muscle,78,0,1,1,0,1
Male,37,186,101,29.2,Lose Weight,89,1,0,1,0,1
Female,35,154,117,49.3,Build Muscle,125,0,0,1,0,0
Male,59,169,114,39.9,Build Muscle,122,1,0,1,0,1
Female,43,166,115,41.7,Build Muscle,125,1,0,0,0,0
Other,51,161,113,43.6,Lose Weight,100,0,0,1,1,1
Other,57,199,105,26.5,Get Fit,105,1,1,0,1,0
Female,27,165,69,25.3,Get Fit,69,0,1,1,1,0
Female,22,190,76,21.1,Build Muscle,82,0,1,1,0,0
Other,56,165,101,37.1,Lose Weight,97,0,1,0,0,0
Male,33,169,109,38.2,Build Muscle,119,1,0,0,1,0
Male,28,167,67,24.0,Lose Weight,60,0,1,0,0,1
Other,20,196,112,29.2,Lose Weight,109,0,0,1,0,0
Other,37,154,102,43.0,Build Muscle,105,0,1,0,0,1
Male,54,197,114,29.4,Lose Weight,103,0,1,1,0,1
Male,33,188,65,18.4,Build Muscle,72,0,1,0,1,1
Male,27,156,72,29.6,Lose Weight,65,0,0,1,1,0
Other,21,181,118,36.0,Build Muscle,121,0,0,0,1,1
Female,33,167,68,24.4,Build Muscle,77,1,0,1,0,1
Other,56,152,56,24.2,Get Fit,56,0,1,1,1,0
Female,37,190,96,26.6,Get Fit,96,0,0,0,0,1
Male,46,174,51,16.8,Build Muscle,57,1,1,0,0,0
Female,31,160,106,41.4,Get Fit,106,1,0,0,1,0
Female,23,199,112,28.3,Build Muscle,120,1,0,0,1,0
Male,34,182,58,17.5,Build Muscle,66,0,1,1,0,1
Other,19,198,56,14.3,Get Fit,56,0,1,1,1,0
Male,18,175,75,24.5,Get Fit,75,1,0,1,0,0
Male,28,165,116,42.6,Get Fit,116,0,1,0,1,1
Female,48,197,67,17.3,Build Muscle,71,0,1,1,0,1
Male,23,176,97,31.3,Lose Weight,88,0,1,0,0,1
Male,19,185,79,23.1,Lose Weight,69,0,0,1,0,0
Other,28,153,101,43.1,Get Fit,101,0,0,1,0,1
Male,23,173,71,23.7,Get Fit,71,1,0,0,0,0
Other,51,177,108,34.5,Get Fit,108,1,1,0,0,0
Other,31,162,84,32.0,Build Muscle,93,0,1,0,1,0
Male,56,163,86,32.4,Get Fit,86,1,1,0,1,0
Female,27,151,87,38.2,Build Muscle,92,0,1,0,1,1
