Gender,Age,Height_cm,Weight_kg,Fitness_Goal,Goal_Weight_kg,Has_No_Equipment,Has_Dumbbells,Has_Stationary_Bike,Has_Resistance_Band,Has_Yoga_Mat,Experience_Level,BMI
Male,18,165,64,Lose Weight,62,0,1,0,1,1,Intermediate,23.51
Female,32,169,72,Get Fit,67,1,1,1,1,0,Beginner,25.21
Female,26,175,72,Build Muscle,65,0,0,1,0,1,Intermediate,23.51
Male,32,178,68,Build Muscle,66,1,1,1,1,0,Intermediate,21.46
Female,41,180,49,Get Fit,80,0,0,0,1,0,Intermediate,15.12
Female,21,190,79,Lose Weight,65,1,0,0,0,1,Intermediate,21.88
Female,29,175,82,Build Muscle,87,1,0,0,0,0,Beginner,26.78
Female,54,192,94,Build Muscle,68,1,1,1,1,1,Advanced,25.5
Female,54,162,76,Build Muscle,60,1,1,0,0,1,Intermediate,28.96
Male,23,190,70,Get Fit,78,1,0,1,0,0,Beginner,19.39
Male,56,166,54,Build Muscle,64,1,1,0,0,1,Intermediate,19.6
Male,41,167,92,Build Muscle,41,0,1,0,1,1,Beginner,32.99
Female,28,168,73,Build Muscle,64,1,1,0,1,0,Beginner,25.86
Female,30,167,72,Build Muscle,62,0,0,0,0,0,Beginner,25.82
Male,51,170,66,Lose Weight,81,1,1,1,1,0,Intermediate,22.84
Female,42,164,65,Get Fit,56,0,1,1,0,0,Advanced,24.17
Male,24,178,80,Get Fit,61,0,0,1,0,0,Intermediate,25.25
Male,21,164,54,Lose Weight,77,0,1,1,0,0,Intermediate,20.08
Male,25,176,94,Lose Weight,68,0,0,0,0,1,Beginner,30.35
Female,37,185,91,Get Fit,63,0,1,1,0,0,Beginner,26.59
Female,46,166,64,Build Muscle,57,0,1,1,1,0,Beginner,23.23
Male,27,177,57,Build Muscle,68,1,1,1,1,1,Intermediate,18.19
Male,51,175,39,Get Fit,64,0,1,0,1,1,Advanced,12.73
Male,43,192,51,Build Muscle,57,1,1,1,1,0,Beginner,13.83
Male,58,164,80,Lose Weight,57,1,1,1,0,0,Intermediate,29.74
Female,20,177,74,Build Muscle,56,0,0,0,0,1,Advanced,23.62
Female,23,153,77,Build Muscle,55,0,1,0,1,0,Beginner,32.89
Male,22,165,42,Build Muscle,74,1,1,1,1,0,Intermediate,15.43
Male,22,173,64,Get Fit,72,0,1,1,0,1,Intermediate,21.38
Female,40,183,90,Lose Weight,74,0,0,0,0,0,Intermediate,26.87
Female,26,157,68,Build Muscle,65,0,0,1,0,1,Beginner,27.59
Male,52,177,50,Get Fit,62,0,0,0,1,0,Intermediate,15.96
Male,37,169,68,Build Muscle,62,0,1,1,0,1,Intermediate,23.81
Male,59,154,58,Lose Weight,75,0,1,1,0,1,Beginner,24.46
Female,52,171,75,Build Muscle,46,0,0,1,1,1,Intermediate,25.65
Female,35,187,70,Lose Weight,59,1,0,1,1,0,Beginner,20.02
Female,34,158,78,Build Muscle,56,0,0,1,1,1,Advanced,31.24
Male,41,168,51,Lose Weight,78,1,1,0,0,0,Intermediate,18.07
Male,20,160,63,Build Muscle,60,1,0,0,0,1,Advanced,24.61
Female,49,165,86,Lose Weight,48,1,1,1,1,1,Beginner,31.59
Female,52,184,49,Build Muscle,67,1,1,1,0,1,Beginner,14.47
Male,55,167,54,Build Muscle,61,0,1,1,0,0,Beginner,19.36
Female,30,184,72,Get Fit,59,1,0,0,0,0,Beginner,21.27
Female,42,181,74,Get Fit,58,1,1,0,1,1,Beginner,22.59
Male,26,166,62,Lose Weight,58,1,0,0,1,0,Intermediate,22.5
Female,21,164,65,Build Muscle,72,1,0,0,0,0,Beginner,24.17
Male,31,161,77,Lose Weight,67,1,0,0,0,0,Intermediate,29.71
Male,54,160,82,Get Fit,63,0,0,0,0,1,Beginner,32.03
Male,51,173,53,Lose Weight,54,0,1,0,0,0,Intermediate,17.71
Male,28,169,75,Lose Weight,63,1,1,0,1,1,Intermediate,26.26
Male,58,163,92,Get Fit,67,0,1,1,1,1,Intermediate,34.63
Male,20,154,68,Build Muscle,67,0,1,0,0,1,Advanced,28.67
Male,45,171,53,Lose Weight,66,1,0,0,0,0,Beginner,18.13
Female,46,165,53,Get Fit,55,1,0,0,1,1,Beginner,19.47
Male,26,168,67,Build Muscle,40,1,0,0,0,0,Beginner,23.74
Male,20,173,85,Get Fit,82,0,0,1,1,0,Beginner,28.4
Female,42,144,69,Lose Weight,51,1,1,0,0,1,Intermediate,33.28
Female,51,154,72,Build Muscle,45,0,0,1,1,1,Beginner,30.36
Female,29,192,55,Build Muscle,66,0,1,1,0,1,Intermediate,14.92
Male,59,164,84,Get Fit,47,0,0,1,0,0,Beginner,31.23
Female,26,144,52,Get Fit,56,1,0,0,1,0,Advanced,25.08
Male,32,155,62,Get Fit,70,0,0,0,1,1,Advanced,25.81
Male,57,194,79,Build Muscle,82,1,0,0,0,1,Beginner,20.99
Male,42,162,39,Build Muscle,68,1,1,1,0,0,Beginner,14.86
Male,22,181,72,Lose Weight,60,1,1,1,1,0,Advanced,21.98
Female,28,171,54,Build Muscle,64,1,1,1,1,1,Advanced,18.47
Female,51,165,70,Lose Weight,46,1,1,1,0,0,Beginner,25.71
Male,41,177,64,Get Fit,60,0,0,0,0,0,Beginner,20.43
Male,32,146,101,Get Fit,60,0,0,0,1,0,Advanced,47.38
Male,55,155,64,Build Muscle,66,0,1,0,1,0,Intermediate,26.64
Female,25,165,97,Get Fit,84,0,1,1,1,0,Beginner,35.63
Male,22,156,78,Get Fit,45,0,0,1,1,0,Intermediate,32.05
Male,43,164,57,Build Muscle,60,1,0,0,1,1,Advanced,21.19
Female,35,178,74,Lose Weight,46,1,1,0,0,0,Advanced,23.36
Female,23,171,65,Build Muscle,59,0,1,1,0,1,Intermediate,22.23
Male,54,183,73,Lose Weight,56,0,1,0,1,1,Intermediate,21.8
Female,30,171,59,Build Muscle,50,0,0,0,0,0,Beginner,20.18
Female,45,179,95,Build Muscle,74,1,1,1,0,1,Advanced,29.65
Male,22,169,83,Get Fit,67,1,1,1,1,1,Beginner,29.06
Female,30,164,70,Build Muscle,72,1,1,1,0,1,Advanced,26.03
Male,34,184,95,Build Muscle,59,0,1,0,0,0,Beginner,28.06
Female,57,162,71,Lose Weight,64,0,1,1,0,1,Advanced,27.05
Male,49,173,86,Get Fit,80,0,0,0,1,0,Beginner,28.73
Male,46,177,70,Lose Weight,64,0,1,0,1,1,Intermediate,22.34
Male,20,178,75,Lose Weight,73,1,0,1,0,1,Beginner,23.67
Female,57,158,68,Get Fit,58,0,1,0,0,1,Intermediate,27.24
Male,51,180,71,Get Fit,72,0,1,1,0,1,Advanced,21.91
Female,57,160,72,Get Fit,59,0,1,1,0,0,Intermediate,28.12
Male,44,178,59,Build Muscle,46,1,0,0,0,1,Intermediate,18.62
Male,30,175,63,Get Fit,64,1,0,0,0,1,Beginner,20.57
Female,50,178,66,Get Fit,60,0,0,1,1,0,Advanced,20.83
Male,23,157,73,Get Fit,48,1,1,1,0,0,Intermediate,29.62
Male,41,175,69,Lose Weight,66,1,1,1,0,0,Intermediate,22.53
Female,36,180,87,Lose Weight,56,1,0,1,1,1,Intermediate,26.85
Male,33,171,82,Build Muscle,95,1,0,1,0,0,Intermediate,28.04
Male,57,161,67,Lose Weight,50,1,1,1,0,0,Beginner,25.85
Male,45,179,90,Build Muscle,52,0,0,0,0,0,Intermediate,28.09
Male,50,171,98,Lose Weight,73,0,1,0,0,0,Intermediate,33.51
Female,58,153,39,Get Fit,63,0,0,0,1,0,Advanced,16.66
Female,30,161,83,Lose Weight,73,1,0,0,0,0,Advanced,32.02
Male,42,164,59,Build Muscle,68,1,0,1,1,1,Beginner,21.94
Female,59,185,82,Lose Weight,59,1,1,0,0,0,Beginner,23.96
Male,53,183,88,Get Fit,51,1,1,0,0,1,Beginner,26.28
Female,44,183,56,Build Muscle,75,0,0,1,1,0,Beginner,16.72
Male,55,172,42,Get Fit,52,0,1,0,0,0,Intermediate,14.2
Male,24,179,82,Get Fit,70,0,1,1,1,0,Advanced,25.59
Male,22,158,72,Build Muscle,74,0,1,1,1,1,Beginner,28.84
Male,48,170,44,Get Fit,63,0,1,1,1,0,Beginner,15.22
Male,40,174,107,Get Fit,61,0,0,1,0,0,Advanced,35.34
Male,59,159,79,Lose Weight,55,1,1,1,0,0,Advanced,31.25
Female,27,172,80,Get Fit,69,1,1,0,0,0,Intermediate,27.04
Male,49,186,90,Get Fit,34,0,0,0,0,1,Intermediate,26.01
Female,47,175,61,Get Fit,72,1,1,0,1,1,Intermediate,19.92
Male,56,179,71,Get Fit,66,0,1,1,0,1,Beginner,22.16
Female,48,145,50,Build Muscle,62,0,1,0,0,1,Beginner,23.78
Female,35,185,60,Lose Weight,67,1,0,0,1,1,Beginner,17.53
Female,53,168,75,Get Fit,51,0,0,0,1,0,Beginner,26.57
Male,19,162,45,Get Fit,40,0,1,0,0,0,Advanced,17.15
Male,31,168,60,Build Muscle,69,0,1,1,1,0,Intermediate,21.26
Female,30,155,56,Get Fit,78,1,0,0,1,1,Beginner,23.31
Male,46,180,72,Build Muscle,47,1,0,1,1,0,Beginner,22.22
Female,29,166,78,Lose Weight,54,1,0,1,1,1,Beginner,28.31
Male,56,162,81,Lose Weight,72,1,1,0,1,0,Intermediate,30.86
Female,19,168,84,Get Fit,68,0,1,1,0,1,Advanced,29.76
Female,49,181,90,Get Fit,94,1,0,1,0,0,Beginner,27.47
Male,30,171,79,Get Fit,75,1,1,1,0,0,Beginner,27.02
Female,44,155,98,Build Muscle,73,1,1,1,0,0,Intermediate,40.79
Male,58,174,71,Get Fit,57,0,1,1,0,0,Intermediate,23.45
Female,34,160,67,Get Fit,70,1,1,1,0,1,Beginner,26.17
Female,57,148,79,Lose Weight,79,1,1,1,0,0,Intermediate,36.07
Male,48,184,66,Get Fit,63,0,1,0,1,0,Intermediate,19.49
Male,51,174,97,Lose Weight,63,0,1,0,0,0,Beginner,32.04
Male,41,169,86,Get Fit,66,0,0,1,0,1,Beginner,30.11
Female,52,166,81,Lose Weight,58,0,0,1,0,0,Beginner,29.39
Male,23,183,71,Get Fit,67,1,0,0,1,0,Advanced,21.2
Female,36,200,63,Lose Weight,67,0,0,0,0,0,Advanced,15.75
Female,47,174,80,Build Muscle,79,1,0,0,0,0,Advanced,26.42
Male,24,159,53,Lose Weight,63,1,0,0,1,0,Intermediate,20.96
Male,27,168,93,Lose Weight,71,1,0,1,0,1,Intermediate,32.95
Female,58,174,67,Lose Weight,63,1,0,1,0,1,Intermediate,22.13
Female,49,146,74,Get Fit,71,1,0,0,1,1,Advanced,34.72
Male,51,173,56,Get Fit,62,0,1,0,0,0,Beginner,18.71
Male,45,174,80,Get Fit,70,1,1,0,1,1,Intermediate,26.42
Male,32,183,63,Build Muscle,72,1,0,0,0,0,Intermediate,18.81
Male,47,182,79,Build Muscle,54,1,1,1,0,0,Intermediate,23.85
Male,54,171,81,Lose Weight,76,0,1,0,0,0,Beginner,27.7
Female,46,185,60,Build Muscle,63,1,0,0,1,0,Intermediate,17.53
Female,39,190,53,Lose Weight,60,1,0,0,1,1,Intermediate,14.68
Female,21,170,92,Lose Weight,57,0,0,1,1,1,Beginner,31.83
Female,37,174,67,Lose Weight,67,1,1,1,0,1,Intermediate,22.13
Male,49,152,73,Build Muscle,64,1,1,1,0,0,Beginner,31.6
Male,53,155,77,Get Fit,68,0,0,0,1,1,Advanced,32.05
Male,21,161,51,Build Muscle,68,1,1,0,1,1,Intermediate,19.68
Female,44,165,76,Lose Weight,71,1,1,0,0,0,Intermediate,27.92
Female,34,159,71,Lose Weight,92,1,1,1,0,1,Beginner,28.08
Male,29,169,60,Build Muscle,65,1,0,1,0,0,Beginner,21.01
Male,39,165,52,Lose Weight,57,1,1,0,0,1,Intermediate,19.1
Female,34,180,79,Lose Weight,44,0,1,0,1,1,Beginner,24.38
Female,27,165,86,Build Muscle,53,0,1,1,0,1,Intermediate,31.59
Male,18,147,72,Build Muscle,77,0,1,0,0,0,Beginner,33.32
Male,39,171,48,Build Muscle,72,1,1,0,0,1,Advanced,16.42
Female,43,169,54,Lose Weight,51,1,1,0,0,1,Intermediate,18.91
Male,35,161,63,Lose Weight,89,1,1,1,0,1,Beginner,24.3
Male,31,170,93,Get Fit,68,0,0,0,0,1,Intermediate,32.18
Male,46,159,66,Get Fit,69,1,0,0,0,0,Advanced,26.11
Female,29,173,62,Build Muscle,87,1,1,0,1,0,Intermediate,20.72
Female,53,196,44,Get Fit,82,1,0,0,1,1,Beginner,11.45
Female,52,151,60,Lose Weight,72,0,1,1,1,1,Intermediate,26.31
Female,29,164,51,Get Fit,73,0,1,1,0,1,Beginner,18.96
Female,24,163,54,Lose Weight,74,1,1,1,1,0,Beginner,20.32
Female,46,165,71,Build Muscle,62,1,0,0,0,1,Beginner,26.08
Female,28,180,63,Build Muscle,67,1,1,1,0,1,Intermediate,19.44
Male,50,175,95,Lose Weight,70,0,1,0,0,0,Beginner,31.02
Male,23,178,86,Get Fit,63,0,0,1,0,0,Advanced,27.14
Male,32,170,60,Build Muscle,55,0,0,0,1,0,Beginner,20.76
Male,49,156,56,Build Muscle,62,1,1,1,0,1,Beginner,23.01
Male,28,158,90,Get Fit,55,0,0,1,0,0,Beginner,36.05
Male,40,177,94,Get Fit,65,1,0,1,1,0,Beginner,30.0
Male,43,171,37,Lose Weight,47,1,1,0,1,1,Intermediate,12.65
Female,51,182,71,Get Fit,68,0,1,0,1,0,Beginner,21.43
Female,51,172,66,Get Fit,48,1,1,0,0,1,Beginner,22.31
Male,46,158,79,Get Fit,60,0,0,1,1,1,Beginner,31.65
Male,21,164,99,Lose Weight,70,1,0,0,0,0,Beginner,36.81
Female,34,175,62,Lose Weight,72,1,0,0,0,1,Beginner,20.24
Male,52,177,39,Build Muscle,71,0,1,0,1,0,Intermediate,12.45
Male,30,178,78,Lose Weight,68,1,0,0,1,0,Intermediate,24.62
Female,58,159,90,Build Muscle,53,1,0,0,1,0,Intermediate,35.6
Male,56,157,65,Get Fit,74,1,1,0,0,1,Intermediate,26.37
Female,32,168,59,Build Muscle,54,1,1,1,0,0,Intermediate,20.9
Male,46,184,63,Build Muscle,75,1,1,1,0,1,Advanced,18.61
Female,46,163,82,Get Fit,71,1,0,0,0,1,Beginner,30.86
Female,28,174,63,Build Muscle,78,1,1,1,0,1,Beginner,20.81
Female,49,174,74,Lose Weight,65,1,0,1,0,0,Beginner,24.44
Male,19,177,70,Lose Weight,56,0,0,0,1,1,Beginner,22.34
Female,31,186,68,Lose Weight,52,0,1,0,0,1,Beginner,19.66
Male,37,185,80,Lose Weight,53,1,1,1,1,0,Intermediate,23.37
Male,39,164,62,Build Muscle,48,1,1,0,1,0,Beginner,23.05
Male,28,149,63,Build Muscle,74,0,1,1,1,1,Advanced,28.38
Male,44,163,81,Get Fit,75,1,1,1,1,1,Beginner,30.49
Female,20,170,55,Build Muscle,70,0,0,1,1,0,Beginner,19.03
Female,34,166,56,Build Muscle,64,0,0,0,0,1,Advanced,20.32
Male,45,189,51,Build Muscle,85,0,0,1,0,1,Advanced,14.28
Male,46,170,82,Get Fit,64,1,1,0,0,1,Beginner,28.37
Female,38,176,68,Lose Weight,67,1,0,0,0,1,Intermediate,21.95
Male,33,172,50,Build Muscle,64,1,1,0,1,0,Advanced,16.9
Female,54,166,82,Get Fit,61,0,1,0,1,1,Beginner,29.76
Male,37,150,61,Get Fit,71,0,0,0,1,0,Beginner,27.11
Male,23,169,56,Get Fit,58,0,0,1,0,1,Advanced,19.61
Female,36,202,67,Lose Weight,57,1,1,0,0,0,Intermediate,16.42
Male,22,157,92,Build Muscle,71,0,0,0,0,1,Beginner,37.32
Female,20,151,64,Get Fit,60,0,1,0,0,0,Intermediate,28.07
Male,18,189,78,Lose Weight,66,1,0,0,1,1,Beginner,21.84
Male,55,177,80,Get Fit,61,0,0,0,1,0,Advanced,25.54
Male,32,171,76,Get Fit,64,0,0,1,0,1,Beginner,25.99
Female,51,183,89,Get Fit,58,1,0,0,0,1,Advanced,26.58
Male,52,161,59,Get Fit,58,1,0,0,1,0,Intermediate,22.76
Male,42,168,54,Get Fit,56,0,1,1,1,0,Beginner,19.13
Male,41,179,54,Lose Weight,73,1,0,0,1,0,Beginner,16.85
Male,29,191,67,Build Muscle,66,0,0,1,1,0,Intermediate,18.37
Female,35,158,55,Build Muscle,74,1,0,1,0,0,Advanced,22.03
Female,32,182,72,Build Muscle,75,0,1,1,1,1,Beginner,21.74
Male,33,173,71,Build Muscle,60,1,1,1,1,0,Beginner,23.72
Female,44,171,85,Lose Weight,73,0,1,0,1,0,Intermediate,29.07
Male,25,169,74,Lose Weight,64,1,1,0,1,1,Intermediate,25.91
Male,42,156,63,Lose Weight,63,1,1,1,0,0,Beginner,25.89
Male,34,179,76,Get Fit,77,1,0,1,0,0,Intermediate,23.72
Female,46,162,54,Get Fit,70,1,0,0,0,0,Intermediate,20.58
Female,25,159,69,Get Fit,61,1,0,1,0,1,Beginner,27.29
Female,32,178,74,Build Muscle,69,1,1,1,0,0,Beginner,23.36
Female,44,177,71,Get Fit,52,1,1,1,0,1,Beginner,22.66
Female,24,170,76,Build Muscle,67,0,0,0,1,1,Intermediate,26.3
Female,20,180,60,Get Fit,50,0,1,1,1,0,Intermediate,18.52
Female,46,184,87,Build Muscle,55,1,1,0,1,1,Intermediate,25.7
Female,41,183,97,Get Fit,70,1,1,0,1,0,Beginner,28.96
Female,20,164,45,Get Fit,38,0,0,0,0,0,Beginner,16.73
Male,37,180,51,Lose Weight,83,0,0,1,1,0,Advanced,15.74
Female,32,172,70,Get Fit,73,1,1,1,0,0,Beginner,23.66
Female,42,187,66,Get Fit,46,0,1,0,1,0,Intermediate,18.87
Female,47,168,98,Lose Weight,88,0,1,0,1,1,Intermediate,34.72
Female,31,166,73,Build Muscle,91,1,1,0,1,1,Beginner,26.49
Female,24,163,90,Lose Weight,63,1,0,1,0,1,Beginner,33.87
Female,34,171,39,Lose Weight,55,1,1,1,1,1,Beginner,13.34
Female,37,174,82,Build Muscle,81,0,0,0,0,0,Beginner,27.08
Female,53,174,59,Get Fit,61,1,0,0,0,0,Intermediate,19.49
Female,26,173,59,Build Muscle,66,1,0,1,1,1,Beginner,19.71
Female,55,176,66,Get Fit,77,0,1,0,0,0,Beginner,21.31
Female,39,167,48,Get Fit,63,1,0,1,0,1,Intermediate,17.21
Male,19,161,76,Build Muscle,62,0,0,1,1,1,Beginner,29.32
Male,41,160,72,Lose Weight,52,0,1,0,1,1,Intermediate,28.12
Female,25,179,73,Build Muscle,58,0,1,0,1,1,Beginner,22.78
Female,28,174,83,Get Fit,62,0,1,1,1,0,Beginner,27.41
Male,30,151,92,Build Muscle,52,0,0,1,1,0,Beginner,40.35
